CODEACTE;CODEACTE_LABEL
LJFA002;Résection de la première côte, par abord supraclaviculaire ou par abord axillaire
LBED004;Réduction orthopédique de disjonction intermaxillaire ou de fracture du palais, avec contention par blocage maxillomandibulaire
LBAA001;Allongement osseux progressif de l'os maxillaire ou de la mandibule par distracteur, par abord direct
LAPA008;Taille de volet crânien sans transposition
LARA001;Mobilisation partielle des cadres de l'orbite horizontalement ou par bipartition faciale, par abord extracrânien
LAPA010;Ostéotomie du tiers latéral de la face, par abord coronal
LBFA015;Exérèse de lésion du ramus de la mandibule, par abord intrabuccal
LHMH005;Spondyloplastie d'1 vertèbre, par voie transcutanée avec guidage scanographique
LJFA010;Exérèse partielle de côte et/ou de sternum, par abord direct
LHQN002;Remnographie [IRM] de 3 segments de la colonne vertébrale ou plus et de son contenu, sans injection intraveineuse de produit de contraste
LHQH005;Discographie intervertébrale unique par voie transcutanée, avec scanographie de la colonne vertébrale [Discoscanner]
MCCA004;Ostéosynthèse de fracture de la diaphyse d'un os de l'avant-bras, à foyer ouvert
LMSA002;Fermeture d'une éviscération abdominale, par abord direct
MCPA012;Décortication des 2 os de l'avant-bras pour pseudarthrose
MBPA005;Ostéotomie extraarticulaire de l'extrémité proximale de l'humérus
MBCA002;Ostéosynthèse préventive de l'humérus pour lésion ostéolytique, à foyer ouvert
MAFA005;Résection segmentaire de la clavicule avec ostéosynthèse et autogreffe, pour pseudarthrose congénitale
LLMA006;Cure d'une hernie hiatale sans pose de prothèse, par laparotomie
MBMA002;Reconstruction d'une extrémité et/ou de la diaphyse de l'humérus après résection "en bloc", par greffe ou matériau inerte non prothétique
MDAA001;Allongement osseux extemporané à la main, avec autogreffe osseuse
MBCA005;Ostéosynthèse de fracture céphalotubérositaire de l'humérus
ZZQM005;Étude de la vascularisation du parenchyme d'un organe au cours d'une échographie
ZZQA002;Échographie peropératoire
ZZQL018;Images tomoscintigraphiques tardives sans réinjection, complémentaires d'un examen standard
ZZQL012;Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs
ZZQK002;Radiographie au lit du malade, selon 1 ou 2 incidences
ZZNL045;Séance d'irradiation externe par protons
ZZQL004;Scintigraphie du corps entier après une scintigraphie segmentaire, sans réinjection de produit radio-isotopique
ZZQL013;Détection radio-isotopique préopératoire de lésion par injection transcutanée intratumorale ou péritumorale, avec détection radio-isotopique peropératoire
ZZQL005;Recherche scintigraphique de tumeur par émetteur monophotonique non spécifique des tumeurs
ZZQL014;Recherche scintigraphique de tumeur par émetteur monophotonique spécifique des tumeurs, avec scintigraphie du corps entier
LAHJ003;Ponction ou cytoponction du crâne et/ou du massif facial, par voie transcutanée avec guidage remnographique [IRM]
LACA002;Ostéosynthèse de fracture de l'os zygomatique [malaire], à foyer ouvert
KDEA001;Réimplantation secondaire de parathyroïde
LAFA003;Résection fronto-ethmoïdo-sphénoïdo-maxillaire, par abord paralatéronasal et par abord infrafrontal
KGQP001;Mesure de la production respiratoire d'hydrogène [Breath test]
LHMA014;Correction instrumentale d'une déformation souple de la colonne vertébrale avec arthrodèse de 10 vertèbres ou plus par abord postérieur, avec résection de 3 côtes ou plus
LJCA002;Ostéosynthèse d'un volet thoracique
DGPC810;Mise à plat d'un anévrisme aortique infrarénal ou aortobisiliaque non rompu avec pose d'élément prothétique aortobisiliaque, par coelioscopie avec clampage suprarénal
LHQH003;Discographie intervertébrale unique, par voie transcutanée
LJQK015;Radiographie du sternum et/ou des articulations sternoclaviculaires
LHQJ002;Remnographie [IRM] de 3 segments de la colonne vertébrale ou plus et de son contenu, avec injection intraveineuse de produit de contraste
LLCA003;Suture de plaie ou de rupture récente d'une coupole du diaphragme, par thoracotomie
LHMH004;Spondyloplastie de 3 vertèbres, par voie transcutanée avec guidage radiologique
LHQK003;Téléradiographie de la colonne vertébrale en totalité selon 2 incidences avec incidence segmentaire supplémentaire
LFEP001;Réduction orthopédique progressive d'un spondylolisthésis lombal, par hamac et/ou traction bipolaire
LZGA001;Ablation de biomatériau de la face et/ou du cou, par abord direct
MBPA003;Ostéotomie complexe de la diaphyse ou de l'extrémité distale de l'humérus
MBFA001;Résection "en bloc" d'une extrémité et/ou de la diaphyse de l'humérus
MBCB001;Ostéosynthèse d'une fracture supracondylaire de l'humérus, à foyer fermé
MBEP002;Réduction orthopédique extemporanée de fracture de l'extrémité distale de l'humérus
MBPA004;Ostéotomie simple de la diaphyse de l'humérus
MAGA001;Ablation de matériel d'ostéosynthèse de la scapula, par abord direct
LMMC003;Cure unilatérale d'une hernie de l'aine sans pose de prothèse, par vidéochirurgie
MBFA002;Résection d'une extrémité et/ou de la diaphyse de l'humérus sans interruption de la continuité osseuse
LMMC020;Cure de hernie de la paroi abdominale antérieure après l'âge de 16 ans avec pose de prothèse, par coelioscopie
LLQD001;Mesure de la pression transdiaphragmatique par double ballonnet, par voie oesophagienne
LHMH001;Spondyloplastie de 3 vertèbres, par voie transcutanée avec guidage scanographique
LLMC005;Cure d'une hernie acquise de la coupole du diaphragme, par thoracoscopie
LLQP002;Étude des muscles ventilatoires par mesure de pression à la bouche
LLMC019;Plastie d'une coupole du diaphragme pour éventration, par coelioscopie
LMMA003;Réfection de la paroi lombale sans prothèse
LHQK002;Téléradiographie de la colonne vertébrale en totalité selon 2 incidences
MCFA001;Résection de synostose radio-ulnaire acquise
MJEA016;Transposition musculotendineuse et/ou fixation de la scapula pour stabilisation
MGCA001;Suture et/ou réinsertion de ligament articulaire du poignet, par arthrotomie
MHPA003;Libération mobilisatrice de plusieurs articulations de la main avec libération de tendon, par abord direct
MFMA003;Reconstruction de l'articulation du coude par prothèse massive ou sur mesure, après résection segmentaire
MGDA002;Arthrodèse radiocarpienne, par arthrotomie
MCMA001;Reconstruction d'une extrémité et/ou de la diaphyse d'un os de l'avant-bras après résection "en bloc", par greffe ou matériau inerte non prothétique
MCCB001;Ostéosynthèse de fracture de l'extrémité proximale d'un os de l'avant-bras, à foyer fermé
MBPA001;Décortication de l'humérus avec ostéosynthèse pour pseudarthrose
MBMA001;Reconstruction d'une extrémité et/ou de la diaphyse de l'humérus par greffe ou matériau inerte non prothétique, après résection partielle
MCCA011;Ostéosynthèse de fracture complexe de l'extrémité proximale d'un os de l'avant-bras, à foyer ouvert
MBCB004;Ostéosynthèse d'une fracture du condyle médial ou du condyle latéral de l'humérus, à foyer fermé
MAEP001;Réduction orthopédique de fracture de la scapula
MFEA003;Réduction d'une luxation du coude et/ou de l'articulation radio-ulnaire proximale par arthrotomie, avec ostéosynthèse de fracture de l'extrémité proximale du radius ou de l'ulna à foyer ouvert
MEKA005;Remplacement de l'articulation scapulohumérale par prothèse humérale unipolaire ou à cupule mobile, avec réinsertion, suture et/ou autoplastie de la coiffe des rotateurs de l'épaule
NHPA005;Libération mobilisatrice des articulations tarsométatarsiennes avec arthrorise talocalcanéenne
NZQH002;Arthrographie du membre inférieur avec scanographie [Arthroscanner du membre inférieur]
NJPA016;Incisions axiales [Peignage] du ligament patellaire [tendon rotulien], avec plastie autologue
PAFA003;Prélèvement d'autogreffe osseuse corticale ou corticospongieuse à distance du foyer opératoire, sur plusieurs sites sans changement de position
NZFA007;Amputation transfémorale
PAQK002;Radiographie du squelette pour calcul de l'âge osseux, après l'âge de 2 ans
PAQL009;Scintigraphie osseuse du corps entier segment par segment en un temps [temps tardif], sans acquisition complémentaire par un collimateur sténopé
PZMP001;Modification d'un appareillage de contention ou d'une orthèse des membres ou de la colonne vertébrale
PEQP002;Analyse métrologique de la posture, de la locomotion et/ou des gestuelles chez un patient polydéficient
PCDA001;Ténodèse, par abord direct
PCEA004;Lambeau libre musculotendineux pour réanimation motrice, avec anastomoses vasculaires et nerveuse
PCPA005;Ténotomie, par abord direct
NGQH001;Arthrographie de la cheville
NJCA001;Suture d'un tendon de l'arrière-pied, par abord direct
NJEA001;Transfert du psoas à travers ou en avant de l'aile iliaque, avec ostéotomie de l'os coxal et du fémur
LHQK007;Radiographie de la colonne vertébrale en totalité
LFHC001;Biopsie osseuse et/ou discale de la colonne vertébrale, par coelioscopie ou par rétropéritonéoscopie
LLCC003;Suture de plaie ou de rupture récente de la coupole du diaphragme, par coelioscopie
LMMC002;Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par vidéochirurgie
LMMC001;Cure bilatérale d'une hernie de l'aine avec pose de prothèse, par vidéochirurgie
LJMA005;Plastie de malformation sternocostale, sans ostéosynthèse
LMMA019;Cure bilatérale d'une hernie de l'aine sans pose de prothèse sous anesthésie locale, par abord inguinal
HBGD372;Avulsion de 5 à 6 incisives permanentes retenues ou à l'état de germe
LLCA001;Suture d'une coupole du diaphragme pour hernie congénitale, par laparotomie
LJGA001;Ablation de fils d'ostéosynthèse du sternum
LMMA012;Cure unilatérale d'une hernie de l'aine avec pose de prothèse, par abord inguinal
LJFA007;Résection de la première côte et d'une côte cervicale, par abord supraclaviculaire
LLMA010;Cure d'une hernie hiatale avec pose de prothèse, par laparotomie
MEKA001;Changement d'une prothèse totale scapulohumérale
MJEA021;Transfert musculotendineux pour rétablissement de l'extension active du coude
MZMP001;Confection d'une contention souple d'une articulation du membre supérieur
MJPA008;Libération des tissus mous du premier espace interosseux métacarpien avec arthroplastie ou libération articulaire mobilisatrice, par abord direct
MJFA002;Ténosynovectomie des muscles extenseurs au poignet avec synovectomie articulaire du poignet, arthrodèse radio-ulnaire distale et ostéotomie de l'ulna, par abord direct
MJPA007;Libération des tissus mous du premier espace interosseux métacarpien, par abord direct
MJFA005;Exérèse d'un hygroma du coude, par abord direct
MJFA009;Excision de fasciite nécrosante de l'avant-bras et/ou de la main
MZEA010;Réimplantation d'un doigt
MZHB002;Ponction ou cytoponction d'une articulation du membre supérieur, par voie transcutanée sans guidage
MEEP002;Réduction orthopédique d'une luxation scapulohumérale
MDCA008;Ostéosynthèse de fractures articulaires de plusieurs os de la main par fixateur externe
MDCA005;Ostéosynthèse d'une pseudarthrose de l'os scaphoïde, à foyer ouvert
MDGA001;Évidement d'un os du carpe avec comblement, par abord direct
MEMA012;Capsuloplastie antérieure ou postérieure de l'articulation scapulohumérale, par abord direct
MDFA001;Résection segmentaire d'une phalange ou d'une articulation interphalangienne du pouce avec rétablissement de la continuité, pour triphalangie
MEMA017;Acromioplastie sans prothèse avec arthroplastie acromioclaviculaire par résection de l'extrémité latérale de la clavicule, par abord direct
MDFA002;Exérèse partielle d'un os de la main sans interruption de la continuité, par abord direct
MZQJ001;Remnographie [IRM] unilatérale ou bilatérale de segment du membre supérieur, avec injection de produit de contraste
MEEP001;Réduction orthopédique d'une luxation ou luxation-fracture acromioclaviculaire ou sternoclaviculaire
MEFA001;Résection du bourrelet glénoïdal scapulohuméral, par arthrotomie
MDCA009;Ostéosynthèse de fractures extraarticulaires de plusieurs os de la main par fixateur externe
MEJC001;Nettoyage de l'articulation scapulohumérale, par arthroscopie
NFLA001;Repose d'une prothèse articulaire du genou, avec reconstruction osseuse
NFJA001;Nettoyage de l'articulation du genou, par arthrotomie
NFFA001;Méniscectomies latérale et médiale du genou, par arthrotomie
NFDC001;Fixation de fragment ostéochondral intraarticulaire du genou, par arthroscopie
NFKA004;Changement de l'insert d'une prothèse unicompartimentaire ou tricompartimentaire du genou
NFFC004;Méniscectomie latérale ou médiale du genou, par arthroscopie
NEJA003;Évacuation de collection ou synovectomie de l'articulation sacro-iliaque, par arthrotomie
NFCC002;Suture ou réinsertion du ligament croisé antérieur du genou, par arthroscopie
NFEA002;Réinsertion ou suture d'un ménisque du genou, par arthrotomie
NEJA004;Évacuation de collection périprothétique de l'articulation coxofémorale, par arthrotomie
NEMA017;Ostéoplastie supraacétabulaire de l'os coxal par butée, avec ostéotomie du grand trochanter
