GHM;GHM_LABEL
06M20T;Tumeurs bénignes de l'appareil digestif, très courte durée
19M20T;Autres troubles mentaux, très courte durée
23M20T;Autres symptômes et motifs de recours aux soins de la CMD 23, très courte durée
01M20V;Commotions cérébrales, âge inférieur à 70 ans sans CMA
01M20W;Commotions cérébrales, âge supérieur à 69 ans et/ou CMA
05M20Z;Explorations et surveillance pour affections de l'appareil circulatoire
23M20Z;Autres symptômes et motifs de recours aux soins de la CMD 23
24M20Z;Lithiases urinaires : séjours de moins de 2 jours
01M201;Commotions cérébrales, niveau 1
04M201;Bronchopneumopathies chroniques surinfectées, niveau 1
06M201;Tumeurs bénignes de l'appareil digestif, niveau 1
08M201;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 1
10M201;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 1
11M201;Autres affections uronéphrologiques concernant majoritairement la petite enfance, niveau 1
19M201;Autres troubles mentaux, niveau 1
01M202;Commotions cérébrales, niveau 2
04M202;Bronchopneumopathies chroniques surinfectées, niveau 2
06M202;Tumeurs bénignes de l'appareil digestif, niveau 2
08M202;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 2
10M202;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 2
11M202;Autres affections uronéphrologiques concernant majoritairement la petite enfance, niveau 2
19M202;Autres troubles mentaux, niveau 2
01M203;Commotions cérébrales, niveau 3
04M203;Bronchopneumopathies chroniques surinfectées, niveau 3
06M203;Tumeurs bénignes de l'appareil digestif, niveau 3
08M203;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 3
10M203;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 3
11M203;Autres affections uronéphrologiques concernant majoritairement la petite enfance, niveau 3
19M203;Autres troubles mentaux, niveau 3
01M204;Commotions cérébrales, niveau 4
04M204;Bronchopneumopathies chroniques surinfectées, niveau 4
06M204;Tumeurs bénignes de l'appareil digestif, niveau 4
08M204;Fractures, entorses, luxations et dislocations du bras et de l'avant-bras, âge inférieur à 18 ans, niveau 4
10M204;Problèmes alimentaires du nouveau-né et du nourrisson, niveau 4
11M204;Autres affections uronéphrologiques concernant majoritairement la petite enfance, niveau 4
19M204;Autres troubles mentaux, niveau 4
05M21E;Infarctus aigu du myocarde avec décès : séjours de moins de 2 jours
01M21T;Douleurs chroniques rebelles, très courte durée
23M21T;Désensibilisations et tests allergologiques nécessitant une hospitalisation, très courte durée
01M21Z;Douleurs chroniques rebelles
19M21Z;Explorations et surveillance pour maladies et troubles mentaux
23M21Z;Désensibilisations et tests allergologiques nécessitant une hospitalisation
24M21Z;Affections de la CMD 11 : séjours de moins de 2 jours, sans acte opératoire de la CMD 11
01M211;Douleurs chroniques rebelles, niveau 1
04M211;Suivis de greffe pulmonaire, niveau 1
06M211;Autres affections digestives concernant majoritairement la petite enfance, niveau 1
08M211;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 1
01M212;Douleurs chroniques rebelles, niveau 2
04M212;Suivis de greffe pulmonaire, niveau 2
06M212;Autres affections digestives concernant majoritairement la petite enfance, niveau 2
08M212;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 2
01M213;Douleurs chroniques rebelles, niveau 3
04M213;Suivis de greffe pulmonaire, niveau 3
06M213;Autres affections digestives concernant majoritairement la petite enfance, niveau 3
08M213;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 3
01M214;Douleurs chroniques rebelles, niveau 4
04M214;Suivis de greffe pulmonaire, niveau 4
06M214;Autres affections digestives concernant majoritairement la petite enfance, niveau 4
08M214;Entorses, luxations et dislocations du bras et de l'avant-bras, âge supérieur à 17 ans, niveau 4
05M22E;Autres affections de la CMD 05 avec décès : séjours de moins de 2 jours
01M22T;Migraines et céphalées, très courte durée
19M22T;Symptômes et autres recours aux soins de la CMD 19, très courte durée
01M22Z;Migraines et céphalées
04M22Z;Explorations et surveillance pour affections de l'appareil respiratoire
19M22Z;Symptômes et autres recours aux soins de la CMD 19
24M22Z;Affections de la CMD 12 : séjours de moins de 2 jours, sans acte opératoire de la CMD 12
01M221;Migraines et céphalées, niveau 1
08M221;Fractures, entorses, luxations et dislocations de la main, niveau 1
01M222;Migraines et céphalées, niveau 2
08M222;Fractures, entorses, luxations et dislocations de la main, niveau 2
01M223;Migraines et céphalées, niveau 3
08M223;Fractures, entorses, luxations et dislocations de la main, niveau 3
01M224;Migraines et céphalées, niveau 4
08M224;Fractures, entorses, luxations et dislocations de la main, niveau 4
04M23T;Autres symptômes et recours aux soins de la CMD 04, très courte durée
05M23T;Symptômes et autres recours aux soins de la CMD 05, très courte durée
01M23Z;Convulsions hyperthermiques
04M23Z;Autres symptômes et recours aux soins de la CMD 04
05M23Z;Symptômes et autres recours aux soins de la CMD 05
24M23Z;Affections de la CMD 13 : séjours de moins de 2 jours, sans acte opératoire de la CMD 13
01M231;Convulsions hyperthermiques, niveau 1
08M231;Fractures, entorses, luxations et dislocations du pied, niveau 1
01M232;Convulsions hyperthermiques, niveau 2
08M232;Fractures, entorses, luxations et dislocations du pied, niveau 2
01M233;Convulsions hyperthermiques, niveau 3
08M233;Fractures, entorses, luxations et dislocations du pied, niveau 3
01M234;Convulsions hyperthermiques, niveau 4
08M234;Fractures, entorses, luxations et dislocations du pied, niveau 4
04M24E;Affections de la CMD 04 avec décès : séjours de moins de 2 jours
01M24T;Epilepsie, âge inférieur à 18 ans, très courte durée
08M24T;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, très courte durée
01M24V;Epilepsies, âge inférieur à 18 ans sans CMA
01M24W;Epilepsies, âge inférieur à 18 ans avec CMA
24M24Z;Affections de l'ante partum : séjours de moins de 2 jours
01M241;Epilepsie, âge inférieur à 18 ans, niveau 1
08M241;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 1
01M242;Epilepsie, âge inférieur à 18 ans, niveau 2
08M242;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 2
01M243;Epilepsie, âge inférieur à 18 ans, niveau 3
08M243;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 3
01M244;Epilepsie, âge inférieur à 18 ans, niveau 4
08M244;Tumeurs primitives malignes des os, du cartilage ou des tissus mous, niveau 4
01M25T;Epilepsie, âge supérieur 17 ans, très courte durée
04M25T;Grippes, très courte durée
08M25T;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, très courte durée
01M25V;Epilepsies, âge de 18 à 69 ans sans CMA
01M25W;Epilepsies, âge de 18 à 69 ans avec CMA ou âge supérieur à 69 ans
24M25Z;Affections de la CMD 14 : séjours de moins de 2 jours, sans acte opératoire de la CMD 14
01M251;Epilepsie, âge supérieur 17 ans, niveau 1
04M251;Grippes, niveau 1
08M251;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 1
01M252;Epilepsie, âge supérieur 17 ans, niveau 2
04M252;Grippes, niveau 2
08M252;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 2
01M253;Epilepsie, âge supérieur 17 ans, niveau 3
04M253;Grippes, niveau 3
08M253;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 3
01M254;Epilepsie, âge supérieur 17 ans, niveau 4
04M254;Grippes, niveau 4
08M254;Fractures pathologiques et autres tumeurs malignes de l'appareil musculosquelettique et du tissu conjonctif, niveau 4
01M26T;Tumeurs malignes du système nerveux, très courte durée
04M26T;Fibroses kystiques avec manifestations pulmonaires, très courte durée
24M26Z;Affections de la CMD 16 : séjours de moins de 2 jours, sans acte opératoire de la CMD 16
01M261;Tumeurs malignes du système nerveux, niveau 1
04M261;Fibroses kystiques avec manifestations pulmonaires, niveau 1
08M261;Fractures du rachis, niveau 1
01M262;Tumeurs malignes du système nerveux, niveau 2
04M262;Fibroses kystiques avec manifestations pulmonaires, niveau 2
08M262;Fractures du rachis, niveau 2
01M263;Tumeurs malignes du système nerveux, niveau 3
04M263;Fibroses kystiques avec manifestations pulmonaires, niveau 3
08M263;Fractures du rachis, niveau 3
01M264;Tumeurs malignes du système nerveux, niveau 4
04M264;Fibroses kystiques avec manifestations pulmonaires, niveau 4
08M264;Fractures du rachis, niveau 4
01M27T;Autres tumeurs du système nerveux, très courte durée
08M27T;Sciatiques et autres radiculopathies, très courte durée
24M27Z;Affections de la CMD 17 : séjours de moins de 2 jours, sans acte opératoire
01M271;Autres tumeurs du système nerveux, niveau 1
04M271;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 1
08M271;Sciatiques et autres radiculopathies, niveau 1
01M272;Autres tumeurs du système nerveux, niveau 2
04M272;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 2
08M272;Sciatiques et autres radiculopathies, niveau 2
01M273;Autres tumeurs du système nerveux, niveau 3
04M273;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 3
08M273;Sciatiques et autres radiculopathies, niveau 3
01M274;Autres tumeurs du système nerveux, niveau 4
04M274;Autres affections respiratoires concernant majoritairement la petite enfance, niveau 4
08M274;Sciatiques et autres radiculopathies, niveau 4
01M28T;Hydrocéphalies, très courte durée
08M28T;Autres rachialgies, très courte durée
24M28Z;Affections de la CMD 18 : séjours de moins de 2 jours, sans acte opératoire
01M281;Hydrocéphalies, niveau 1
08M281;Autres rachialgies, niveau 1
01M282;Hydrocéphalies, niveau 2
08M282;Autres rachialgies, niveau 2
01M283;Hydrocéphalies, niveau 3
08M283;Autres rachialgies, niveau 3
01M284;Hydrocéphalies, niveau 4
08M284;Autres rachialgies, niveau 4
08M29T;Autres pathologies rachidiennes relevant d'un traitement médical, très courte durée
24M29Z;Troubles aigus de l'adaptation et du fonctionnement psychosocial : séjours de moins de 2 jours
01M291;Anévrysmes cérébraux, niveau 1
08M291;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 1
01M292;Anévrysmes cérébraux, niveau 2
08M292;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 2
01M293;Anévrysmes cérébraux, niveau 3
08M293;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 3
01M294;Anévrysmes cérébraux, niveau 4
08M294;Autres pathologies rachidiennes relevant d'un traitement médical, niveau 4
01M30T;Transferts et autres séjours courts pour accidents vasculaires intracérébraux non transitoires
08M30T;Rhumatismes et raideurs articulaires, très courte durée
24M30Z;Affections de la CMD 19 : séjours de moins de 2 jours, sans acte opératoire
01M301;Accidents vasculaires intracérébraux non transitoires, niveau 1
08M301;Rhumatismes et raideurs articulaires, niveau 1
01M302;Accidents vasculaires intracérébraux non transitoires, niveau 2
08M302;Rhumatismes et raideurs articulaires, niveau 2
01M303;Accidents vasculaires intracérébraux non transitoires, niveau 3
08M303;Rhumatismes et raideurs articulaires, niveau 3
01M304;Accidents vasculaires intracérébraux non transitoires, niveau 4
08M304;Rhumatismes et raideurs articulaires, niveau 4
01M31T;Transferts et autres séjours courts pour autres accidents vasculaires cérébraux non transitoires
08M31T;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, très courte durée
24M31Z;Effets toxiques des médicaments et autres produits : séjours de moins de 2 jours
01M311;Autres accidents vasculaires cérébraux non transitoires, niveau 1
08M311;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 1
01M312;Autres accidents vasculaires cérébraux non transitoires, niveau 2
08M312;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 2
01M313;Autres accidents vasculaires cérébraux non transitoires, niveau 3
08M313;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 3
01M314;Autres accidents vasculaires cérébraux non transitoires, niveau 4
08M314;Ostéomyélites aigües (y compris vertébrales) et arthrites septiques, niveau 4
08M32T;Ostéomyélites chroniques, très courte durée
01M32Z;Explorations et surveillance pour affections du système nerveux
24M32Z;Affections de la CMD 21 : séjours de moins de 2 jours, sans acte opératoire de la CMD 21
08M321;Ostéomyélites chroniques, niveau 1
08M322;Ostéomyélites chroniques, niveau 2
08M323;Ostéomyélites chroniques, niveau 3
08M324;Ostéomyélites chroniques, niveau 4
08M33T;Ablation de matériel sans acte classant, très courte durée
24M33Z;Affections de la CMD 22 : séjours de moins de 2 jours, sans acte opératoire de la CMD 22
01M331;Troubles du sommeil, niveau 1
08M331;Ablation de matériel sans acte classant, niveau 1
01M332;Troubles du sommeil, niveau 2
